player_name,player_name_key,cricsheet_person_id,source_name,source_player_id,batting_style_raw,bowling_style_raw,identified_roles_raw,playing_role_raw,batting_hand,bowling_style_canonical,bowling_style_family,role_canonical,is_keeper,is_bowling_option,is_spin_option,is_pace_option,needs_manual_review,notes
TM Head,tm head,12b610c2,cricketdata::player_meta,530011,Left hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,left,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
TM Srivastava,tm srivastava,a76d10ba,cricketdata::player_meta,35401,Left hand Bat,Right arm Medium,Top order Batter,Top order Batter,left,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
TP Sudhindra,tp sudhindra,2f3817ce,cricketdata::player_meta,34139,Left hand Bat,Right arm Fast,,,left,Right arm Fast,pace,unknown,false,true,false,true,false,cricsheet_id
TR Birt,tr birt,d2d4bb0a,cricketdata::player_meta,4292,Left hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,left,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
TS Mills,ts mills,245c97cb,cricketdata::player_meta,459257,Right hand Bat,Left arm Fast,Bowler,Bowler,right,Left arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
TU Deshpande,tu deshpande,46a9bea1,cricketdata::player_meta,822553,Left hand Bat,Right arm Medium,Bowler,Bowler,left,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
U Kaul,u kaul,622cc511,cricketdata::player_meta,30235,Left hand Bat,,Wicketkeeper,Wicketkeeper,left,unknown,unknown,keeper,true,false,false,false,false,cricsheet_id
UA Birla,ua birla,91b9300b,cricketdata::player_meta,262533,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
UBT Chand,ubt chand,0c94f480,cricketdata::player_meta,446499,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
UL Dubey,ul dubey,b2ef796b,cricketdata::player_meta,28116,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
Umar Gul,umar gul,16dfcc19,cricketdata::player_meta,43524,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
Umran Malik,umran malik,81c08fa3,cricketdata::player_meta,1246528,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
Urvil Patel,urvil patel,cf59b3f0,cricketdata::player_meta,1131570,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
UT Khawaja,ut khawaja,331ea488,cricketdata::player_meta,215155,Left hand Bat,Right arm Medium,Top order Batter,Top order Batter,left,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
UT Yadav,ut yadav,cc1e8c68,cricketdata::player_meta,376116,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
UV Gandhe,uv gandhe,43dd4011,cricketdata::player_meta,28768,Right hand Bat,Right arm Offbreak,,,right,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
V Kaverappa,v kaverappa,d4d929b0,cricketdata::player_meta,1155262,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
V Kohli,v kohli,ba607b88,cricketdata::player_meta,253802,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
A Mhatre,a mhatre,b2b4f545,espncricinfo,,Right-handed,Right-arm off-break,Batter,Batter,right,Right-arm off-break,unknown,batter,false,false,false,false,false,https://www.espncricinfo.com/cricketers/ayush-mhatre-1452455
Abhinandan Singh,abhinandan singh,82c10dac,espncricinfo,,Right hand Bat,Right arm Medium fast,Bowler,Bowler,right,Right arm Medium fast,pace,bowler,false,true,false,true,false,https://www.espncricinfo.com/cricketers/abhinandan-singh-1449085
Amit Rana,amit rana,f5db088b,espncricinfo,,Right hand Bat,Right arm Offbreak,Bowler,Bowler,right,Right arm Offbreak,spin,bowler,false,true,true,false,false,https://www.espncricinfo.com/cricketers/amit-rana-1084472
Ashok Sharma,ashok sharma,50c09020,ipl.com,,Right Handed Bat,Right-arm medium-fast,Bowler,Bowler,right,Right-arm medium-fast,pace,bowler,false,true,false,true,false,https://www.ipl.com/cricket/series/ashok-sharma/
Brijesh Sharma,brijesh sharma,133bbd61,ipl.com,,Right-handed,Right-arm medium-fast,All-Rounder,All-Rounder,right,Right-arm medium-fast,pace,unknown,false,true,false,true,true,https://www.ipl.com/cricket/series/brijesh-sharma/ ; public text suggests bowling-heavy all-rounder but kept generic pending verification
DS Rathi,ds rathi,13fc5c6d,ipl.com,,Right Handed Bat,Right-arm Legbreak,Bowler,Bowler,right,Right-arm Legbreak,spin,bowler,false,true,true,false,false,https://www.ipl.com/cricket/series/digvesh-rathi/
Gurjapneet Singh,gurjapneet singh,cc61ee8f,ipl.com,,Right Handed Bat,Left-arm medium-fast,Bowler,Bowler,right,Left-arm medium-fast,pace,bowler,false,true,false,true,false,https://www.ipl.com/cricket/series/gurjapneet-singh/
Kartik Sharma,kartik sharma,7b679de5,ipl.com,,Right Handed Bat,,WK-Batsman,WK-Batsman,right,unknown,unknown,keeper_batter,false,false,false,false,true,https://www.ipl.com/cricket/series/kartik-sharma/ ; bowling style missing on checked public sources
M Tiwari,m tiwari,fb5f69e4,ipl.com,,Right Handed Bat,Right-arm medium-fast,Bowling Allrounder,Bowling Allrounder,right,Right-arm medium-fast,pace,bowling_all_rounder,false,true,false,true,false,https://www.ipl.com/cricket/series/madhav-tiwari/
MD Choudhary,md choudhary,1c84109e,ipl.com,,Right Handed Bat,,WK-Batsman,WK-Batsman,right,unknown,unknown,keeper_batter,false,false,false,false,true,https://www.ipl.com/cricket/series/mukul-choudhary/ ; bowling style missing on checked public sources
Musheer Khan,musheer khan,d621b427,ipl.com,,Right Handed Bat,Left-arm orthodox spinner,Batting Allrounder,Batting Allrounder,right,Left-arm orthodox spinner,spin,batting_all_rounder,false,true,true,false,false,https://www.ipl.com/cricket/series/musheer-khan/
PP Hinge,pp hinge,ece7b6b3,ipl.com,,Right Handed Bat,Right-arm medium-fast,Bowler,Bowler,right,Right-arm medium-fast,pace,bowler,false,true,false,true,false,https://www.ipl.com/cricket/series/praful-hinge/
PVSN Raju,pvsn raju,c27b5a0e,ipl.com,,Right Handed Bat,Right-arm fast-medium,Bowler,Bowler,right,Right-arm fast-medium,pace,bowler,false,true,false,true,false,https://www.ipl.com/cricket/series/satyanarayana-raju/
R Minz,r minz,bafd0398,ipl.com,,Left Handed Bat,Slow left-arm orthodox,WK-Batsman,WK-Batsman,left,Slow left-arm orthodox,spin,keeper_batter,false,true,true,false,false,https://www.ipl.com/cricket/series/robin-minz/
S Arora,s arora,d7423da1,ipl.com,,Right Handed Bat,Right Arm Medium Seam,WK-Batsman,WK-Batsman,right,Right Arm Medium Seam,pace,keeper_batter,false,true,false,true,true,https://www.ipl.com/cricket/series/salil-arora/ ; other free sources left bowling blank
Shivang Kumar,shivang kumar,7b44eb3e,ipl.com,,Right Handed Bat,Slow Left-arm Orthodox,All-Rounder,All-Rounder,right,Slow Left-arm Orthodox,spin,unknown,false,true,true,false,true,https://www.ipl.com/cricket/series/shivang-kumar/ ; public sources conflict on primary role
V Puthur,v puthur,1e030637,ipl.com,,Right-handed,Left-arm wrist spin,All-Rounder,All-Rounder,right,Left-arm wrist spin,spin,unknown,false,true,true,false,true,https://www.ipl.com/cricket/series/vignesh-puthur/ ; public sources conflict between wrist spin and orthodox but both imply spin family
V Suryavanshi,v suryavanshi,470f446b,ipl.com,,Left Handed Bat,Slow left-arm spinner,Batsman,Batsman,left,Slow left-arm spinner,spin,batter,false,true,true,false,false,https://www.ipl.com/cricket/series/vaibhav-sooryavanshi/
V Narayan Kutty,v narayan kutty,4bacee3d,cricketdata::player_meta,31899,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
V Nigam,v nigam,5ffc0565,cricketdata::player_meta,1449074,Right-hand bat,Legbreak,,,right,Legbreak,spin,unknown,false,true,true,false,false,cricsheet_id
V Pratap Singh,v pratap singh,d718440b,cricketdata::player_meta,528967,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
V Sehwag,v sehwag,8ba8195d,cricketdata::player_meta,35263,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
V Shankar,v shankar,0994d0ae,cricketdata::player_meta,477021,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
V Viyaskanth,v viyaskanth,03a83c50,cricketdata::player_meta,1153149,Right hand Bat,Legbreak,Bowler,Bowler,right,Legbreak,spin,bowler,false,true,true,false,false,cricsheet_id
VA Kulkarni,va kulkarni,8fe0c4f8,cricketdata::player_meta,391584,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
VD Nerurkar,vd nerurkar,8647d51d,cricketdata::player_meta,265853,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
VG Arora,vg arora,7c3b3b78,cricketdata::player_meta,1209292,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
VH Zol,vh zol,6dbcf855,cricketdata::player_meta,554699,Left hand Bat,Right arm Offbreak,,,left,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
Vijaykumar Vyshak,vijaykumar vyshak,54e52590,cricketdata::player_meta,777815,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
Vinod Seshan,vinod seshan,a3357a27,cricketdata::player_meta,723245,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
Virat Singh,virat singh,26d76ad9,cricketdata::player_meta,720465,Left hand Bat,Legbreak Googly,Top order Batter,Top order Batter,left,Legbreak Googly,spin,batter,false,true,true,false,false,cricsheet_id
Vishnu Vinod,vishnu vinod,0494fa6e,cricketdata::player_meta,732293,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
Vivrant Sharma,vivrant sharma,1b7b0fa7,cricketdata::player_meta,1252370,Left hand Bat,Legbreak Googly,,,left,Legbreak Googly,spin,unknown,false,true,true,false,false,cricsheet_id
VK Sharma,vk sharma,a7a49df4,cricketdata::player_meta,33933,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
VM Bandiwadekar,vm bandiwadekar,e236db6b,cricketdata::player_meta,281112,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
VM Dhokre,vm dhokre,67df71c9,cricketdata::player_meta,961265,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
VN Kulkarni,vn kulkarni,0b126008,cricketdata::player_meta,30302,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
VR Aaron,vr aaron,0a3d54b9,cricketdata::player_meta,360911,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
VR Iyer,vr iyer,a24be938,cricketdata::player_meta,851403,Left hand Bat,Right arm Medium,Allrounder,Allrounder,left,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
VRV Singh,vrv singh,034b4b7d,cricketdata::player_meta,35281,Right hand Bat,Right arm Medium fast,,,right,Right arm Medium fast,pace,unknown,false,true,false,true,false,cricsheet_id
VS Malik,vs malik,5f26df4f,cricketdata::player_meta,31738,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
VS Yeligati,vs yeligati,38f2c66c,cricketdata::player_meta,307448,Right hand Bat,Right arm Offbreak,,,right,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
VVS Laxman,vvs laxman,de8cce37,cricketdata::player_meta,30750,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
VY Mahesh,vy mahesh,93a17209,cricketdata::player_meta,31732,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,right,Right arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
W Jaffer,w jaffer,619aa81f,cricketdata::player_meta,29646,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
W O'Rourke,w orourke,cb9b8664,cricketdata::player_meta,1211825,Right hand Bat,Right arm Fast medium,,,right,Right arm Fast medium,pace,unknown,false,true,false,true,false,cricsheet_id
WA Mota,wa mota,3dba85c2,cricketdata::player_meta,31041,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
Washington Sundar,washington sundar,f19ccfad,cricketdata::player_meta,719715,Left hand Bat,Right arm Offbreak,Bowling Allrounder,Bowling Allrounder,left,Right arm Offbreak,spin,bowling_all_rounder,false,true,true,false,false,cricsheet_id
WD Parnell,wd parnell,3a60e0b5,cricketdata::player_meta,265564,Left hand Bat,Left arm Medium fast,Bowler,Bowler,left,Left arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
WG Jacks,wg jacks,9caf69a1,cricketdata::player_meta,897549,Right hand Bat,Right arm Offbreak,Batter,Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
WP Saha,wp saha,fe11caa6,cricketdata::player_meta,279810,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
WPUJC Vaas,wpujc vaas,bcce309e,cricketdata::player_meta,50804,Left hand Bat,Left arm Fast medium,Bowler,Bowler,left,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
X Thalaivan Sargunam,x thalaivan sargunam,1763bc6c,cricketdata::player_meta,319744,Right hand Bat,Right arm Offbreak,,,right,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
XC Bartlett,xc bartlett,3b53243a,cricketdata::player_meta,1050545,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
Y Gnaneswara Rao,y gnaneswara rao,bae11797,cricketdata::player_meta,28830,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
Y Nagar,y nagar,662c47a6,cricketdata::player_meta,317786,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,right,Right arm Offbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
Y Prithvi Raj,y prithvi raj,cfa4bd2b,cricketdata::player_meta,1121579,Left hand Bat,Left arm Medium,Bowler,Bowler,left,Left arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
Y Venugopal Rao,y venugopal rao,fe763256,cricketdata::player_meta,35805,Right hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
YA Abdulla,ya abdulla,4353bba5,cricketdata::player_meta,224367,Left hand Bat,Left arm Fast medium,Bowler,Bowler,left,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
Yash Dayal,yash dayal,7210d461,cricketdata::player_meta,1159720,Right hand Bat,Left arm Medium fast,Bowler,Bowler,right,Left arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
Yash Thakur,yash thakur,4b31f3a3,cricketdata::player_meta,1070196,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
Yashpal Sharma,yashpal sharma,e22d7ccb,cricketdata::player_meta,36075,Right hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
Yashpal Singh,yashpal singh,297b26da,cricketdata::player_meta,36130,Right hand Bat,Right arm Medium,Batter,Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
YBK Jaiswal,ybk jaiswal,6c19c6e5,cricketdata::player_meta,1151278,Left hand Bat,Legbreak,Opening Batter,Opening Batter,left,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
YC Barde,yc barde,b90f3346,cricketdata::player_meta,26861,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
YK Pathan,yk pathan,3c6ffae8,cricketdata::player_meta,32498,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,right,Right arm Offbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
Younis Khan,younis khan,33cb3411,cricketdata::player_meta,43652,Right hand Bat,"Right arm Medium, Legbreak",Middle order Batter,Middle order Batter,right,"Right arm Medium, Legbreak",spin,batter,false,true,true,false,false,cricsheet_id
YS Chahal,ys chahal,57ee1fde,cricketdata::player_meta,430246,Right hand Bat,Legbreak Googly,Bowler,Bowler,right,Legbreak Googly,spin,bowler,false,true,true,false,false,cricsheet_id
Yudhvir Singh,yudhvir singh,4885bbe6,cricketdata::player_meta,1206052,Right hand Bat,Right arm Medium fast,Bowler,Bowler,right,Right arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
Yuvraj Singh,yuvraj singh,1c914163,cricketdata::player_meta,36084,Left hand Bat,Slow Left arm Orthodox,Middle order Batter,Middle order Batter,left,Slow Left arm Orthodox,spin,batter,false,true,true,false,false,cricsheet_id
YV Dhull,yv dhull,dd7e9b3b,cricketdata::player_meta,1292498,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
YV Takawale,yv takawale,4e04666c,cricketdata::player_meta,35357,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
Z Khan,z khan,91a4a398,cricketdata::player_meta,30102,Right hand Bat,Left arm Fast medium,Bowler,Bowler,right,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
Zeeshan Ansari,zeeshan ansari,36619795,cricketdata::player_meta,942371,Right hand Bat,Legbreak Googly,,,right,Legbreak Googly,spin,unknown,false,true,true,false,false,cricsheet_id
